iter	Logloss
276	0.03529878517
277	0.03508238319
278	0.03471530114
279	0.03437429264
280	0.03410575369
281	0.03382464116
282	0.03362594892
283	0.03334130053
284	0.03310667629
285	0.03279850901
286	0.0326336475
287	0.03230300122
288	0.03208540941
289	0.03186008502
290	0.03165822255
291	0.03147005576
292	0.03126672027
293	0.03101103787
294	0.03075928043
295	0.03049942033
296	0.03021921698
297	0.03006694593
298	0.02979213123
299	0.02959823312
300	0.02938497406
301	0.02913807978
302	0.02896687243
303	0.02879619312
304	0.02862136952
305	0.02846166792
306	0.02823161233
307	0.02796787806
308	0.0277316648
309	0.02755975236
310	0.02734746927
311	0.02715953133
312	0.02700025001
313	0.02673610562
314	0.02651668041
315	0.02622717576
316	0.02604513721
317	0.02590108516
318	0.02571889588
319	0.02554781947
320	0.02533934652
321	0.02508437294
322	0.02484453554
323	0.0246513949
324	0.02444929132
325	0.02426528335
326	0.02409956234
327	0.02394065872
328	0.02377753257
329	0.02359859421
330	0.02342817371
331	0.02319383074
332	0.02302969974
333	0.02284397919
334	0.02262872374
335	0.02242247625
336	0.02228036888
337	0.02210787452
338	0.02191570939
339	0.02171957052
340	0.02149448016
341	0.02124696879
342	0.02114572876
343	0.02100493561
344	0.02084155786
345	0.02060385137
346	0.02044208033
347	0.02026231965
348	0.02010432309
349	0.01993336078
350	0.01979178312
351	0.01967742694
352	0.01953129595
353	0.01936865244
354	0.0191687598
355	0.01895729403
356	0.01886008838
357	0.01868044029
358	0.01855684836
359	0.01840662309
360	0.01823145771
361	0.01803662768
362	0.01786306664
363	0.01770834717
364	0.01755232329
365	0.01742210403
366	0.01738922463
367	0.01720525768
368	0.01707113328
369	0.01682958544
370	0.01672598312
371	0.01658978578
372	0.0164618736
373	0.0163451143
374	0.01619903304
375	0.01609318187
376	0.01592385007
377	0.0157386849
378	0.01562407355
379	0.01553472725
380	0.01539026987
381	0.01527947084
382	0.01517468891
383	0.01508409734
384	0.01493719919
385	0.01487348981
386	0.01477368941
387	0.01466757888
388	0.01453723024
389	0.01444542141
390	0.01438089475
391	0.014293065
392	0.01422693661
393	0.01409264448
394	0.01400244305
395	0.01388825646
396	0.01379769045
397	0.01372817485
398	0.01361447446
399	0.01355958533
400	0.01346352235
401	0.0133756982
402	0.01331499623
403	0.01325011014
404	0.01322594977
405	0.01315363075
406	0.01308907172
407	0.01302596144
408	0.01296228778
409	0.01289366462
410	0.01277337135
411	0.01271224302
412	0.012621349
413	0.01258079401
414	0.01253482069
415	0.01248566945
416	0.01239882167
417	0.01233687957
418	0.01231833255
419	0.01222741616
420	0.0121490259
421	0.01210319074
422	0.0120346659
423	0.01198673741
424	0.011915782
425	0.01185987079
426	0.01180595857
427	0.01175894451
428	0.01170555005
429	0.01168520693
430	0.01159377394
431	0.0115332243
432	0.01151745728
433	0.01147657365
434	0.01140525688
435	0.01133654492
436	0.01128338189
437	0.01121283091
438	0.01117147574
439	0.011131138
440	0.01110111516
441	0.01107072304
442	0.01102945563
443	0.01096593916
444	0.01095120099
445	0.01090898269
446	0.01086781121
447	0.01078152934
448	0.01073899389
449	0.0107070415
450	0.01065194751
451	0.01060803559
452	0.01055402724
453	0.01051970739
454	0.01048750639
455	0.01041972826
456	0.01039453349
457	0.01033297977
458	0.01027945882
459	0.01020688172
460	0.01014592756
461	0.01012271128
462	0.01004163008
463	0.009990447647
464	0.009951361729
465	0.009904280554
466	0.009830888201
467	0.009800338889
468	0.009761994552
469	0.00970831233
470	0.009618888266
471	0.009550627411
472	0.00949042663
473	0.009438200483
474	0.009352279093
475	0.009289623581
476	0.009256461109
477	0.00917639199
478	0.009132630936
479	0.009109653062
480	0.009071220897
481	0.008990910801
482	0.008948499468
483	0.00892671942
484	0.008874631888
485	0.008830242815
486	0.008791672457
487	0.008741684216
488	0.008702535878
489	0.008673496257
490	0.008657961007
491	0.008616200735
492	0.008594630463
493	0.008554425378
494	0.008500303135
495	0.008448266549
496	0.008402418639
497	0.0083920595
498	0.008382596941
499	0.00835363014
500	0.008331696084
501	0.008290405319
502	0.008280805551
503	0.008245120355
504	0.008219729153
505	0.008174100195
506	0.008150341955
507	0.008104175509
508	0.008092592034
509	0.00807214752
510	0.008041397488
511	0.008030065799
512	0.008000098276
513	0.007983366159
514	0.007940327378
515	0.007897454376
516	0.007868456353
517	0.00784611901
518	0.007808183154
519	0.007787671757
520	0.00774052529
521	0.007731846059
522	0.007716639355
523	0.00767663392
524	0.007647154797
525	0.007620579816
526	0.007612931068
527	0.007584692886
528	0.007566531656
529	0.007535902198
530	0.007501726368
531	0.007474665212
532	0.007464583897
533	0.007439321243
534	0.007420108809
535	0.007412771764
536	0.007391742829
537	0.007357440858
538	0.00734979623
539	0.007340189606
540	0.007310305068
541	0.00728940468
542	0.007282369493
543	0.007251473116
544	0.007237654768
545	0.007228452806
546	0.007214123117
547	0.007177668087
548	0.007152443817
549	0.007143723439
550	0.00711099873
551	0.007093337617
552	0.007062447662
553	0.007038301629
554	0.007011360773
555	0.007002754625
556	0.00697287135
557	0.006942427714
558	0.006937104946
559	0.006916469025
560	0.006901479098
561	0.006886901175
562	0.006858938737
563	0.006827166647
564	0.00679103015
565	0.006768109142
566	0.006749892857
567	0.006743661859
568	0.006722298998
569	0.006698707146
570	0.006690714127
571	0.00666192981
572	0.006649882574
573	0.006640229353
574	0.006620498087
575	0.006607200372
576	0.006593791529
577	0.006568605669
578	0.006545848016
579	0.006517912306
580	0.006496880138
581	0.006491600428
582	0.00647584387
583	0.006468367676
584	0.006452775806
585	0.006439802306
586	0.006413383558
587	0.006397995374
588	0.006378900035
589	0.006371708476
590	0.006366444527
591	0.00634150009
592	0.006329706205
593	0.006312902203
594	0.006294120588
595	0.006277240795
596	0.006259495015
597	0.006235158486
598	0.006217437686
599	0.006195428799
600	0.006178550848
601	0.006157013235
602	0.00613000659
603	0.006115501341
604	0.006096942603
605	0.006079466556
606	0.006061005714
607	0.006022886588
608	0.006000599159
609	0.005995286895
610	0.00598112339
611	0.005953707476
612	0.005939429865
613	0.005918480629
614	0.005890991459
615	0.005873312786
616	0.005867024361
617	0.005841049618
618	0.005816696322
619	0.00578883067
620	0.005771488834
621	0.005743851809
622	0.005719021711
623	0.005705897613
624	0.005698302207
625	0.005682294073
626	0.005669512121
627	0.005650590368
628	0.005641167447
629	0.005627432713
630	0.00560678462
631	0.005600913369
632	0.005577192323
633	0.005561388046
634	0.005542808915
635	0.00553302183
636	0.005513921207
637	0.005499110751
638	0.005483426766
639	0.005455194148
640	0.005427436283
641	0.005405748443
642	0.005395237637
643	0.005373458513
644	0.005354025966
645	0.005348975396
646	0.005334123363
647	0.005313362843
648	0.00529191527
649	0.005286747607
650	0.005274897317
651	0.005263646466
652	0.005251556978
653	0.005235735884
654	0.005210798992
655	0.005196192593
656	0.005186891201
657	0.005169954795
658	0.005162270103
659	0.005147081031
660	0.005132546011
661	0.005127700063
662	0.005119232215
663	0.005106537298
664	0.00509370762
665	0.005083515963
666	0.005059285958
667	0.00504926025
668	0.005041368541
669	0.005019519419
670	0.005004481869
671	0.00499264808
672	0.004982931065
673	0.004962476497
674	0.00495434692
675	0.004929881678
676	0.004906959094
677	0.004904983603
678	0.004880854074
679	0.004868715283
680	0.004846481466
681	0.00483679603
682	0.004824924013
683	0.004824924013
684	0.004809450263
685	0.004791847238
686	0.004784093077
687	0.004775856663
688	0.004767156255
689	0.004749843233
690	0.004736171078
691	0.004720082945
692	0.004713217691
693	0.00471312623
694	0.004699833182
695	0.00468549561
696	0.004677047844
697	0.004663742932
698	0.004646996438
699	0.004635430204
700	0.004619205395
701	0.004605569177
702	0.004597230323
703	0.004581421913
704	0.004573743778
705	0.004559166454
706	0.004547621941
707	0.004531221444
708	0.004519509818
709	0.004500720028
710	0.004494566747
711	0.004486519153
712	0.004468950457
713	0.004462457217
714	0.004450655361
715	0.004442632539
716	0.004435024764
717	0.00442654314
718	0.004408289118
719	0.004387972269
720	0.004370401946
721	0.004353070919
722	0.004339977329
723	0.004324489597
724	0.004320705027
725	0.004307469019
726	0.004307471678
727	0.004307485416
728	0.00429626703
729	0.004281861318
730	0.00426825891
731	0.00425293528
732	0.004252943257
733	0.004243888882
734	0.004237611389
735	0.004233977972
736	0.004227682998
737	0.004217903943
738	0.004207252256
739	0.004200539747
740	0.004194255409
741	0.004182091762
742	0.004175816893
743	0.004170907464
744	0.004158559943
745	0.004143136948
746	0.004143104155
747	0.004143116563
748	0.00413735089
749	0.00413126347
750	0.004125291629
751	0.004125284981
752	0.004125296947
753	0.004119655074
754	0.004116625684
755	0.004101971024
756	0.004090732277
757	0.004078878239
758	0.00406092877
759	0.0040502452
760	0.004050226145
761	0.004040644063
762	0.004040625893
763	0.004039385841
764	0.004022973581
765	0.00401736907
766	0.004008111352
767	0.003992126259
768	0.003977473199
769	0.003977445008
770	0.003977447224
771	0.003967271311
772	0.003967250211
773	0.003967270153
774	0.003967247209
775	0.003967311638
776	0.003957162011
777	0.00395149287
778	0.003951490211
779	0.003951480462
780	0.003946978287
781	0.00394684534
782	0.003937575989
783	0.003924261605
784	0.003924249469
785	0.003924218619
786	0.003924149587
787	0.003918591475
788	0.003909597667
789	0.003903300581
790	0.003903128295
791	0.003903128295
792	0.003903128295
793	0.003903128295
794	0.003898962719
795	0.00389396182
796	0.003893952957
797	0.003884111157
798	0.003871400046
799	0.003871312573
